start_time,end_time,draw
1900-10-18 00:33:49,1900-10-18 00:34:53,0.0006166666666666666
1900-10-18 00:35:49,1900-10-18 00:35:53,0.005033333333333333
1900-10-18 00:37:43,1900-10-18 00:39:11,0.009416666666666665
1900-10-18 06:51:49,1900-10-18 06:51:53,0.00013333333333333334
1900-10-18 07:39:31,1900-10-18 07:39:59,0.01715
1900-10-18 07:41:25,1900-10-18 07:41:29,0.020716666666666668
1900-10-18 08:07:31,1900-10-18 08:07:35,0.008183333333333332
1900-10-18 08:40:13,1900-10-18 08:40:17,0.004849999999999999
1900-10-18 08:42:07,1900-10-18 08:42:11,0.009766666666666667
1900-10-18 09:06:25,1900-10-18 09:06:47,0.006466666666666667
1900-10-18 10:57:19,1900-10-18 10:57:29,0.009833333333333333
1900-10-18 12:15:37,1900-10-18 12:16:23,0.0183
1900-10-18 12:58:25,1900-10-18 12:58:29,0.008283333333333334
1900-10-18 13:16:07,1900-10-18 13:16:11,0.006233333333333333
1900-10-18 13:18:01,1900-10-18 13:18:05,0.0009
1900-10-18 14:30:13,1900-10-18 14:31:17,0.011683333333333332
1900-10-18 17:56:07,1900-10-18 17:57:59,0.0045000000000000005
1900-10-18 20:25:25,1900-10-18 20:26:17,0.016216666666666667
1900-10-18 21:35:43,1900-10-18 21:35:59,0.017400000000000002
1900-10-18 22:25:07,1900-10-18 22:25:53,0.005633333333333334
1900-10-18 22:52:31,1900-10-18 22:55:41,0.02451666666666667
1900-10-18 23:50:01,1900-10-18 23:50:05,0.00035
1900-10-18 23:51:55,1900-10-18 23:52:05,0.0005666666666666667
1900-10-18 23:53:49,1900-10-18 23:54:35,0.009949999999999999
