start_time,end_time,draw
1900-09-13 06:20:43,1900-09-13 06:20:47,0.03641666666666667
1900-09-13 07:04:19,1900-09-13 07:04:23,0.03451666666666667
1900-09-13 07:13:43,1900-09-13 07:15:29,0.020083333333333335
1900-09-13 08:03:19,1900-09-13 08:03:23,0.009466666666666667
1900-09-13 08:05:19,1900-09-13 08:05:29,0.0017166666666666665
1900-09-13 08:52:55,1900-09-13 08:57:17,0.025233333333333333
1900-09-13 08:57:49,1900-09-13 08:58:11,0.007033333333333333
1900-09-13 08:59:43,1900-09-13 09:00:29,0.025566666666666668
1900-09-13 09:01:43,1900-09-13 09:03:11,0.013483333333333335
1900-09-13 09:26:37,1900-09-13 09:26:59,0.00875
1900-09-13 10:03:07,1900-09-13 10:03:11,0.02685
1900-09-13 10:05:01,1900-09-13 10:07:59,0.021766666666666667
1900-09-13 10:16:43,1900-09-13 10:17:53,0.009283333333333334
1900-09-13 12:52:31,1900-09-13 12:53:47,0.022366666666666667
1900-09-13 13:02:13,1900-09-13 13:03:41,0.020050000000000002
1900-09-13 13:12:01,1900-09-13 13:13:47,0.020399999999999998
1900-09-13 13:21:49,1900-09-13 13:23:11,0.02175
1900-09-13 13:42:01,1900-09-13 13:42:17,0.01668333333333333
1900-09-13 13:43:55,1900-09-13 13:44:05,0.019083333333333334
1900-09-13 13:45:49,1900-09-13 13:45:59,0.0030166666666666666
1900-09-13 13:47:37,1900-09-13 13:47:41,0.0002666666666666667
1900-09-13 13:47:49,1900-09-13 13:48:11,0.024450000000000003
1900-09-13 13:49:37,1900-09-13 13:49:42,0.018083333333333333
1900-09-13 13:49:43,1900-09-13 13:49:53,0.03605
1900-09-13 13:49:54,1900-09-13 13:50:41,0.01796666666666667
1900-09-13 13:51:37,1900-09-13 13:52:47,0.021766666666666667
1900-09-13 13:53:37,1900-09-13 13:53:41,0.010833333333333334
1900-09-13 13:55:31,1900-09-13 13:55:53,0.006516666666666667
1900-09-13 13:57:25,1900-09-13 13:57:35,0.0187
1900-09-13 13:59:19,1900-09-13 14:00:23,0.018816666666666666
1900-09-13 15:40:55,1900-09-13 15:41:11,0.016816666666666664
1900-09-13 15:42:55,1900-09-13 15:42:59,0.0007833333333333334
1900-09-13 16:07:55,1900-09-13 16:09:17,0.020450000000000003
1900-09-13 16:09:49,1900-09-13 16:09:59,0.020083333333333335
1900-09-13 16:11:43,1900-09-13 16:11:59,0.0261
1900-09-13 16:13:43,1900-09-13 16:14:41,0.013916666666666666
1900-09-13 16:15:37,1900-09-13 16:16:23,0.013283333333333334
1900-09-13 16:17:31,1900-09-13 16:17:35,0.012116666666666666
1900-09-13 16:19:31,1900-09-13 16:19:59,0.01865
1900-09-13 17:52:01,1900-09-13 17:52:23,0.019633333333333332
1900-09-13 18:23:13,1900-09-13 18:23:17,0.011000000000000001
1900-09-13 18:25:13,1900-09-13 18:25:17,0.007033333333333333
1900-09-13 18:25:19,1900-09-13 18:25:47,0.024783333333333334
1900-09-13 18:27:07,1900-09-13 18:27:11,0.0035499999999999998
1900-09-13 18:27:13,1900-09-13 18:27:47,0.0038333333333333336
1900-09-13 18:29:13,1900-09-13 18:29:17,0.006849999999999999
1900-09-13 18:31:07,1900-09-13 18:31:11,0.009433333333333332
1900-09-13 19:00:13,1900-09-13 19:01:29,0.029449999999999997
1900-09-13 19:21:49,1900-09-13 19:21:53,0.0007333333333333333
1900-09-13 19:23:43,1900-09-13 19:25:11,0.013266666666666668
1900-09-13 19:25:37,1900-09-13 19:26:59,0.028166666666666666
1900-09-13 19:27:37,1900-09-13 19:27:41,0.0016333333333333334
1900-09-13 19:29:31,1900-09-13 19:29:54,0.020283333333333334
1900-09-13 19:29:55,1900-09-13 19:29:59,0.05516666666666667
1900-09-13 19:31:25,1900-09-13 19:31:41,0.010066666666666666
1900-09-13 20:14:25,1900-09-13 20:15:35,0.025033333333333335
1900-09-13 22:35:49,1900-09-13 22:36:05,0.009983333333333334
1900-09-13 22:37:43,1900-09-13 22:38:17,0.014766666666666668
1900-09-13 22:39:37,1900-09-13 22:39:41,0.0017666666666666666
1900-09-13 22:55:01,1900-09-13 22:55:17,0.011783333333333333
1900-09-13 23:09:37,1900-09-13 23:11:30,0.025533333333333335
1900-09-13 23:11:31,1900-09-13 23:11:35,0.04161666666666666
1900-09-13 23:11:36,1900-09-13 23:11:47,0.01608333333333333
1900-09-13 23:12:01,1900-09-13 23:13:23,0.007816666666666666
1900-09-13 23:13:25,1900-09-13 23:14:11,0.014183333333333333
1900-09-13 23:15:25,1900-09-13 23:15:59,0.01856666666666667
1900-09-13 23:17:19,1900-09-13 23:17:29,0.02295
1900-09-13 23:19:13,1900-09-13 23:19:23,0.018866666666666664
1900-09-13 23:21:07,1900-09-13 23:21:47,0.024550000000000002
1900-09-13 23:23:07,1900-09-13 23:23:11,0.020083333333333335
1900-09-13 23:49:07,1900-09-13 23:49:11,0.0107
